Complete Genetic Evolution Log
COUNT, GHOST_PROXIMITY_THRESHOLD, HOSTILE_GHOSTS_THRESHOLD, CHASE_THRESHOLD, MIN_DISTANCE, MIN_CLOSE_GHOSTS, GHOSTS_MAX_DISTANCE, AWARENESS_THRESHOLD, Fitness, Best Score, Worst Score 
GENERATION: 0
 43,   38,   2,  78,  82,   0,   6, 178,  20450.334,   43480,    4280
 44,   27,   3,  63,  28,   2,  21,  99,  18754.334,   57810,    4860
 45,   63,   3,  76,  67,   3,   9,  94,  17731.334,   38620,    5550
 46,   27,   3,  76,  67,   2,  21,  99,  23564.000,   66110,    6960
 47,   27,   3,  63,  67,   3,  21,  99,  20515.000,   42970,    7580
 48,   22,   3,  72,  75,   4,   9, 116,  16478.000,   39050,    4780
 49,   21,   2,  50,  97,   2,  53, 166,  13833.333,   31790,    3330
 50,   21,   2,  72,  75,   4,   9, 116,  16239.667,   35660,    3810
 51,   22,   2,  50,  97,   4,   9, 116,  14917.333,   28130,    3720
 52,   19,   1,  65,  82,   0,  24, 189,  18877.334,   37190,    5910
 53,   38,   2,  78,  67,   0,  35, 125,  17867.000,   45710,    4580
 54,   38,   2,  65,  82,   0,  24, 189,  18297.666,   33980,    4300
 55,   19,   1,  78,  67,   0,  35, 125,  20034.666,   47160,    6340
 56,   22,   3,  70,  53,   1,  43, 198,  16533.334,   32450,    6220
 57,    9,   4,  77,  53,   1,  26, 116,  19575.666,   43580,    3900
 58,   22,   3,  77,  53,   1,  26, 198,  19639.000,   53470,    4150
 59,    9,   4,  77,  53,   1,  43, 198,  15033.000,   38840,    4560
 60,   84,   4,  18,  71,   3,  24,  41,  16759.666,   43620,    3530
 61,   21,   1,  50,  97,   2,   3, 156,  15318.000,   31390,    1610
 62,   84,   4,  18,  71,   2,   3,  41,  14050.333,   30300,    3180
 63,   84,   1,  50,  97,   2,   3,  41,  11606.000,   27980,    3600
 64,   41,   2,  12,  43,   4,  20, 180,  16648.334,   29670,    5730
 65,   27,   0,  37,  60,   3,  39,  45,  15099.000,   22520,    4490
 66,   27,   0,  37,  60,   3,  20, 180,  15052.333,   29280,    3380
 67,   41,   2,  37,  60,   4,  20, 180,  16319.000,   35550,    6380
 68,   84,   1,  40,  69,   2,  96,  46,  14186.667,   26640,    4550
 69,   18,   1,  32,  80,   2,  56, 125,  16061.000,   42180,    5070
 70,   18,   1,  40,  69,   2,  96,  46,  15368.000,   33540,    6270
 71,   84,   1,  32,  80,   2,  96,  46,  13533.000,   26700,    4130
 72,   27,   3,  63,  28,   2,  56, 125,  13938.667,   33700,    3090
 73,    4,   1,  94,  39,   1,  28,  91,  17240.334,   36470,    5590
 74,   27,   1,  94,  28,   2,  56, 125,  16381.667,   30870,    4470
 75,   27,   3,  63,  28,   1,  28, 125,  16033.667,   32320,    3300
 76,   18,   1,  32,  80,   4,  30, 199,  20258.666,   63580,    4510
 77,   38,   1,  37,  60,   3,  39,  45,  18038.666,   39610,    6080
 78,   18,   1,  32,  80,   3,  39, 199,  18396.666,   36910,    4720
 79,   18,   1,  32,  80,   4,  39,  45,  18576.334,   39080,    5800
 80,    0,   4,  48,  82,   2,  60,  83,  15907.333,   36210,    5710
 81,   52,   3,  84,  75,   0,   9, 121,  19225.000,   49310,    5490
 82,    0,   3,  84,  75,   0,  60,  83,  15914.000,   42710,    4740
 83,   52,   3,  84,  75,   0,  60,  83,  15416.333,   28680,    3640
 84,   45,   2,  40,  69,   2,  23,  24,  16221.333,   38050,    2380
 85,   68,   1,  45,  63,   2,  78,  50,  14236.667,   35260,    3480
 86,   45,   2,  40,  69,   2,  78,  50,  12541.667,   25710,    4780
 87,   45,   2,  45,  63,   2,  78,  24,   7060.667,   19940,    2950
 88,   52,   3,  70,  75,   4,  11, 116,  16105.667,   33150,    4910
 89,   64,   3,  76,  69,   3,  60,  49,  15509.333,   30100,    7220
 90,   52,   3,  70,  69,   3,  60,  49,  14142.000,   48190,    5050
 91,   64,   3,  70,  75,   4,  11, 116,  14087.000,   23400,    4200
 92,    9,   4,  34,  93,   2,  24, 189,  18547.666,   51900,    5580
 93,   45,   2,  53,  67,   1,  23,  24,  14853.000,   43140,    5980
 94,    9,   4,  53,  67,   2,  24, 189,  18507.334,   33920,    5590
 95,    9,   4,  34,  67,   1,  24, 189,  19912.000,   36010,    5640
 96,   66,   4,  80,  44,   2,  59, 135,  16601.334,   38230,    2000
 97,   58,   2,   9,  29,   4,   9, 116,  17546.334,   30200,    4710
 98,   66,   2,   9,  29,   2,  59, 135,  13396.000,   25450,    3340
 99,   58,   2,   9,  29,   2,  59, 135,  15953.000,   44200,    5700
GENERATION: 3 Statistics:
Avg. fitness: 16984.398
Worst fitness: 7060.6665 Worst_Best: 19940.0 Worst_Worst: 2950.0
Best fitness: 23564.0 Best_Best: 66110.0 Best_Worst: 6960.0

  0,   27,   3,  76,  67,   2,  21,  99,  24378.334,   45370,    8660
  1,   19,   2,  63,  82,   0,  33, 184,  22985.666,   70050,    7790
  2,   19,   2,  63,  82,   0,  21,  99,  24146.666,   42970,   14160
  3,   27,   2,  63,  82,   2,  21,  99,  21771.334,   40450,    3900
  4,   19,   2,  63,  84,   0,  22, 189,  20276.666,   45790,    7390
  5,   52,   2,  11,  31,   0,   9, 116,  18821.666,   52640,    8360
  6,   52,   2,  11,  31,   0,  22, 189,  17683.666,   26860,    4890
  7,   19,   2,  11,  31,   0,  22, 189,  16863.000,   31390,    4220
  8,   19,   3,  78,  65,   0,  24, 189,  23089.666,   49080,    6450
  9,   16,   2,  63,  82,   0,  24, 179,  17486.000,   33710,    1580
 10,   19,   3,  78,  65,   0,  24, 189,  18008.666,   31730,    3930
 11,   16,   2,  63,  82,   0,  24, 179,  20983.666,   50000,    5580
 12,   18,   2,  63,  80,   0,  26, 125,  22908.334,   56040,    4930
 13,    4,   1,  32,  80,   1,  48, 125,  18931.334,   33100,    5140
 14,    4,   1,  32,  80,   1,  26, 125,  19318.000,   46840,    4710
 15,   18,   1,  32,  80,   1,  48, 125,  13375.667,   30530,    4700
 16,   30,   3,  63,  67,   3,  21,  99,  21482.000,   47510,    9430
 17,    4,   4,  34,  93,   2,  28,  91,  19098.000,   47330,    3270
 18,   30,   3,  63,  93,   2,  21,  99,  21442.334,   47030,    5420
 19,   30,   3,  63,  67,   2,  28,  99,  21813.666,   32940,    4170
 20,   38,   1,  78,  82,   0,   6, 178,  13525.333,   29000,    3300
 21,   34,   0,  77,  51,   2,  22, 120,  12002.667,   22140,    3890
 22,   34,   0,  78,  82,   0,   6, 178,  13409.000,   25740,    3320
 23,   34,   0,  78,  82,   0,   6, 178,  13512.667,   23590,    3500
 24,    1,   2,  32,  80,   1,  28,  91,  17271.666,   44620,    3320
 25,   18,   1,  32,  80,   1,  30, 199,  16074.667,   38590,    7230
 26,    1,   1,  32,  80,   1,  30, 199,  19108.334,   34240,    1480
 27,    1,   2,  32,  80,   1,  30, 199,  19826.334,   50090,    4730
 28,   19,   3,  78,  65,   0,  35, 120,  21137.000,   43060,    5300
 29,   19,   1,  78,  67,   0,  35, 125,  18087.000,   47690,    5480
 30,   19,   1,  78,  65,   0,  35, 120,  18238.000,   36820,    6340
 31,   19,   3,  78,  67,   0,  35, 125,  17186.000,   52680,    5950
 32,   18,   1,  32,  80,   4,  30, 199,  14505.333,   36040,    4100
 33,   34,   3,  77,  51,   3,  22, 121,  18176.000,   35180,    5200
 34,   18,   1,  32,  80,   4,  22, 121,  15403.333,   33120,    5120
 35,   34,   3,  77,  51,   3,  22, 199,  16955.334,   43400,    5750
 36,    9,   4,  34,  67,   0,  24, 189,  20800.666,   47670,    3500
 37,    4,   2,  32,  80,   0,  26, 199,  17997.000,   44920,    4730
 38,    4,   2,  32,  67,   0,  24, 189,  19646.000,   54970,    5010
 39,    9,   4,  34,  67,   0,  26, 189,  17628.334,   34320,    3350
 40,   22,   3,  77,  53,   1,  22, 198,  16696.334,   35840,    4120
 41,    9,   4,  77,  53,   1,  26, 116,  18164.334,   46030,    3750
 42,   22,   3,  77,  53,   1,  26, 198,  18955.000,   44640,    6480
 43,    9,   4,  77,  53,   1,  22, 198,  16645.666,   31340,    4320
 44,   52,   3,  84,  75,   0,   9, 121,  17795.334,   28430,    5430
 45,   32,   1,  80,  65,   0,  35, 125,  18420.666,   34500,    3860
 46,   52,   3,  84,  75,   0,  35, 125,  17366.000,   31110,    5720
 47,   32,   1,  80,  65,   0,  35, 121,  17366.334,   37650,    5390
 48,   22,   0,  67,  53,   1,  41, 198,  13675.333,   25690,    4120
 49,   19,   1,  65,  82,   0,  24, 189,  20064.334,   38320,    8480
 50,   22,   0,  65,  82,   0,  41, 198,  14617.333,   23920,    6740
 51,   19,   1,  65,  82,   0,  24, 198,  17901.334,   35630,    6700
 52,   27,   3,  63,  28,   2,  19,  99,  14803.000,   40070,    3650
 53,   22,   1,  63,  82,   0,   6, 183,  17896.666,   32450,    6980
 54,   22,   1,  63,  82,   2,  19,  99,  20935.666,   41640,    4770
 55,   22,   1,  63,  28,   2,  19,  99,  15477.667,   30930,    3770
 56,    4,   1,  32,  80,   2,  22,  91,  18137.000,   32070,    7800
 57,   18,   1,  32,  80,   4,  39,  45,  18954.666,   50570,    6420
 58,   18,   1,  32,  80,   4,  39,  45,  15996.000,   30900,    4760
 59,   18,   1,  32,  80,   2,  22,  91,  20026.000,   41450,    6310
 60,   26,   2,  25,  81,   4,  30, 194,  16502.334,   29390,    3330
 61,    9,   0,  34,  93,   2,  24, 189,   9807.000,   20810,    4030
 62,    9,   0,  34,  81,   4,  30, 194,  15912.000,   24340,    5150
 63,    9,   0,  34,  93,   4,  30, 194,  14522.667,   24920,    4380
 64,    9,   4,  53,  67,   2,  24, 189,  23695.000,   54830,    7430
 65,   18,   1,  32,  78,   3,  37, 199,  19313.000,   44040,    4080
 66,   18,   1,  32,  67,   2,  24, 189,  22022.334,   54480,    5920
 67,    9,   4,  53,  78,   3,  37, 199,  21762.000,   38890,    7870
 68,   38,   2,  65,  82,   0,  24, 189,  19075.000,   30680,    8500
 69,   22,   0,  80,  82,   0,   4, 189,  14079.333,   26300,    3180
 70,   38,   2,  80,  82,   0,   4, 189,  15754.000,   32900,    5440
 71,   38,   0,  80,  82,   0,  24, 189,  12634.000,   29320,    3560
 72,   38,   1,  37,  60,   3,  39,  45,  18472.334,   46080,    5060
 73,   38,   2,  78,  67,   0,  35, 125,  18575.666,   31040,    6190
 74,   38,   2,  78,  67,   0,  35,  45,  17676.000,   44420,    6900
 75,   38,   2,  78,  67,   0,  35, 125,  19736.666,   45900,    6200
 76,   63,   3,  76,  67,   3,   9,  89,  16662.000,   33270,    5860
 77,   19,   2,  32,  80,   4,  48, 125,  19291.334,   42270,    4790
 78,   63,   3,  76,  80,   4,   9,  89,  14318.667,   33010,    3840
 79,   63,   2,  32,  80,   4,  48,  89,  17690.334,   35290,    2470
 80,   58,   2,   9,  29,   4,   9, 116,  16485.666,   31410,    4780
 81,   32,   1,  80,  82,   0,   6, 189,  13625.333,   27150,    5190
 82,   32,   1,  80,  82,   0,   9, 116,  15473.000,   25440,    3780
 83,   32,   1,  80,  29,   4,   9, 116,  13118.000,   38380,    4590
 84,    4,   1,  94,  39,   1,  28,  91,  18986.334,   42340,    4850
 85,   38,   2,  78,  82,   0,  24, 189,  17461.000,   33730,    2450
 86,    4,   1,  94,  39,   1,  24, 189,  15987.333,   39780,    5370
 87,   38,   2,  78,  82,   0,  28,  91,  18339.666,   38820,    6150
 88,   19,   1,  63,  82,   0,   6, 178,  17906.334,   35360,    5820
 89,   23,   1,  65,  52,   3,  22,  30,  15612.000,   29330,    6200
 90,   19,   1,  65,  52,   3,   6, 178,  15408.333,   34020,    4640
 91,   19,   1,  65,  52,   3,   6, 178,  16411.334,   29970,    5150
 92,   84,   0,  18,  75,   3,  24,  41,  13686.667,   20400,    4960
 93,   77,   1,  77,  51,   3,  26, 121,  16160.000,   27710,    4460
 94,   77,   1,  77,  51,   3,  26, 121,  16959.000,   31150,    3590
 95,   77,   1,  77,  51,   3,  24,  41,  15391.333,   36800,    5380
 96,   21,   1,  50,  97,   2,  53, 161,  17216.000,   44960,    5120
 97,   41,   2,  12,  43,   4,  20, 180,  14634.333,   28750,    3230
 98,   41,   2,  12,  43,   4,  20, 161,  16197.333,   27720,    4850
 99,   21,   2,  12,  97,   2,  53, 161,  15326.667,   33880,    4130
GENERATION: 4 Statistics:
Avg. fitness: 17631.371
Worst fitness: 9807.0 Worst_Best: 20810.0 Worst_Worst: 4030.0
Best fitness: 24378.334 Best_Best: 45370.0 Best_Worst: 8660.0

  0,   27,   3,  76,  67,   2,  21,  99,  20671.666,   45140,    6370
  1,   19,   2,  63,  82,   0,  19,  99,  18898.666,   43370,    4610
  2,   27,   2,  63,  82,   0,  21,  99,  19853.666,   52470,    5640
  3,   19,   2,  63,  67,   2,  21,  99,  22761.666,   43290,    7000
  4,    9,   4,  53,  67,   2,  24, 189,  17885.334,   41090,    5470
  5,   19,   3,  78,  65,   0,  24, 189,  16563.666,   30800,    4500
  6,   19,   3,  78,  67,   2,  24, 189,  20690.334,   40350,    1950
  7,    9,   4,  78,  65,   0,  24, 189,  20640.334,   43400,    3380
  8,   19,   2,  61,  82,   0,  37, 184,  20315.334,   43610,    5980
  9,   18,   2,  63,  80,   0,  26, 125,  19140.334,   35080,    6320
 10,   19,   2,  61,  82,   0,  26, 184,  23790.334,   47180,    5180
 11,   19,   2,  63,  80,   0,  37, 184,  20907.000,   39630,    7080
 12,   18,   1,  32,  67,   2,  24, 189,  19049.666,   40080,    6310
 13,   30,   3,  63,  65,   3,  28,  99,  19748.334,   33900,    7980
 14,   30,   3,  32,  67,   2,  24, 189,  23339.666,   42830,    4150
 15,   18,   1,  63,  65,   3,  28,  99,  22059.666,   41390,    3720
 16,   27,   2,  63,  82,   2,  21,  99,  18181.000,   47730,    7180
 17,    9,   4,  53,  78,   4,  37, 199,  18831.000,   43200,    3810
 18,    9,   4,  63,  82,   2,  21,  99,  18730.000,   43120,    5260
 19,   27,   4,  53,  78,   4,  37, 199,  14753.000,   31330,    3390
 20,   30,   3,  63,  67,   3,  21,  99,  17608.334,   37650,    3700
 21,   30,   3,  63,  91,   1,  21,  99,  21121.000,   46620,    4570
 22,   30,   3,  63,  91,   3,  21,  99,  20200.334,   47120,    3220
 23,   30,   3,  63,  67,   1,  21,  99,  20331.000,   40310,    4860
 24,   19,   2,  76,  65,   1,  35, 120,  18854.666,   35050,    4200
 25,   16,   1,  63,  82,   0,  24, 179,  21972.334,   48060,    4680
 26,   19,   2,  76,  82,   0,  35, 120,  22273.666,   56590,    5330
 27,   16,   1,  63,  65,   1,  35, 120,  19294.334,   35540,    5970
 28,   22,   1,  63,  82,   2,  19,  99,  17246.000,   28390,    4120
 29,    9,   4,  34,  67,   0,  24, 189,  18731.666,   46520,    7040
 30,   22,   1,  63,  82,   0,  24,  99,  18407.334,   43140,    6040
 31,    9,   4,  63,  82,   2,  19,  99,  17593.334,   32870,    6240
 32,   19,   2,  63,  84,   0,  22, 194,  22520.666,   46810,    7860
 33,   19,   1,  65,  82,   0,  22, 189,  17529.666,   29580,    6190
 34,   19,   1,  65,  84,   0,  22, 194,  20213.334,   42960,    6880
 35,   19,   1,  65,  84,   0,  22, 194,  18889.000,   32040,    4690
 36,   18,   1,  32,  80,   2,  22,  91,  21265.666,   39270,    4980
 37,    1,   3,  32,  80,   1,  30, 199,  19986.000,   49800,    2380
 38,   18,   1,  32,  80,   1,  30, 199,  16588.334,   32740,    5860
 39,   18,   1,  32,  80,   1,  30,  91,  16443.334,   25940,    4290
 40,   38,   2,  78,  67,   0,  33, 125,  19319.666,   37100,    3210
 41,    4,   2,  32,  69,   0,  24, 189,  18409.666,   47710,    4050
 42,   38,   2,  32,  69,   0,  24, 125,  20973.000,   52090,    5180
 43,   38,   2,  32,  67,   0,  33, 125,  21315.334,   43870,    7140
 44,    7,   1,  32,  80,   1,  26, 125,  19880.000,   40880,    6280
 45,   15,   1,  30,  78,   3,  39, 199,  18912.334,   54760,    5740
 46,    7,   1,  30,  78,   3,  39, 125,  21142.334,   48730,    5120
 47,    7,   1,  32,  80,   1,  39, 199,  18796.334,   40000,    6230
 48,   25,   2,  32,  80,   4,  46, 125,  15884.667,   27820,    5560
 49,    1,   1,  34,  80,   1,  30, 199,  20952.334,   43420,    5570
 50,   25,   2,  32,  80,   4,  30, 199,  16588.000,   52400,    4030
 51,   25,   2,  34,  80,   1,  30, 125,  20510.334,   38850,    7230
 52,    4,   4,  32,  93,   1,  28,  96,  18710.666,   46940,    2610
 53,   38,   2,  65,  82,   0,  24, 189,  20054.334,   32840,    7180
 54,    4,   2,  65,  82,   0,  24, 189,  20413.000,   38090,    4490
 55,    4,   4,  32,  82,   0,  28,  96,  16391.666,   39270,    2490
 56,    4,   1,  94,  39,   1,  28,  91,  18905.000,   41360,    4450
 57,   19,   4,  77,  53,   1,  26, 198,  17815.666,   42340,    3980
 58,    4,   1,  94,  53,   1,  28,  91,  19178.666,   36060,    8770
 59,    4,   1,  94,  39,   1,  26, 198,  16741.666,   43990,    4990
 60,   18,   1,  32,  80,   4,  39,  45,  19607.666,   36790,    4370
 61,    4,   1,  32,  80,   1,  48, 125,  19503.666,   57680,    6050
 62,   18,   1,  32,  80,   1,  48, 125,  19508.666,   47570,    6700
 63,   18,   1,  32,  80,   1,  48,  45,  16391.666,   32270,    5420
 64,   52,   2,  11,  31,   0,   9, 116,  19587.334,   37780,    6820
 65,   38,   2,  78,  67,   0,  35, 125,  17629.666,   42900,    7120
 66,   52,   2,  78,  67,   0,  35, 125,  16934.666,   29720,    6230
 67,   38,   2,  11,  31,   0,   9, 116,  17648.000,   42200,    3740
 68,   41,   1,  39,  60,   3,  37,  45,  17558.000,   30960,    5390
 69,   32,   1,  80,  65,   0,  35, 125,  18367.666,   48960,    5630
 70,   41,   1,  39,  60,   0,  35,  45,  17831.334,   49840,    5180
 71,   32,   1,  80,  65,   0,  37,  45,  19281.000,   40410,    4490
 72,   38,   2,  78,  82,   0,  28,  91,  15863.667,   28910,    3090
 73,   19,   1,  78,  65,   0,  37, 120,  19757.000,   40060,    5020
 74,   38,   2,  78,  82,   0,  37,  91,  16741.666,   37930,    4390
 75,   38,   2,  78,  65,   0,  37,  91,  17212.334,   33620,    5350
 76,   31,   3,  77,  51,   3,  22, 121,  19171.666,   43920,    3530
 77,    9,   4,  77,  53,   1,  26, 121,  16697.666,   32590,    5250
 78,   31,   4,  77,  51,   3,  22, 121,  17001.666,   47000,    5280
 79,   31,   3,  77,  51,   1,  26, 121,  18192.666,   44180,    4600
 80,    4,   1,  32,  80,   2,  22,  91,  21956.000,   44620,    8110
 81,   19,   2,  78,  67,   0,  35, 125,  21850.000,   56910,    5550
 82,    4,   2,  78,  67,   0,  22,  91,  17927.666,   35540,    3730
 83,    4,   2,  78,  67,   2,  22,  91,  18227.334,   41440,    4630
 84,   19,   3,  78,  65,   0,  24, 189,  21701.666,   49320,    6370
 85,    4,   2,  32,  80,   0,  26, 199,  18698.666,   50090,    2800
 86,    4,   2,  32,  80,   0,  26, 189,  17441.666,   35960,    4930
 87,   19,   2,  32,  80,   0,  24, 189,  21671.666,   55280,    4210
 88,   19,   1,  65,  82,   0,   6, 178,  20429.334,   38100,    6020
 89,   19,   1,  65,  82,   0,  24, 198,  18622.000,   39740,    5590
 90,   19,   1,  65,  82,   0,   6, 178,  20080.000,   41500,    5630
 91,   19,   1,  65,  82,   0,  24, 198,  16302.333,   26190,    5230
 92,   25,   1,  63,  82,   0,   6, 178,  16585.000,   41910,    4200
 93,   52,   3,  84,  75,   0,   9, 121,  20165.000,   27470,    6520
 94,   25,   1,  63,  82,   0,   9, 121,  17589.000,   38190,    5120
 95,   25,   3,  84,  75,   0,   9, 121,  17661.000,   28480,    5620
 96,   60,   2,  34,  82,   4,  48,  89,  13812.000,   31360,    3980
 97,   55,   2,  11,  31,   0,  24, 189,  21723.666,   51440,    6780
 98,   55,   2,  11,  31,   0,  48,  89,  15211.000,   35100,    3390
 99,   60,   2,  11,  31,   0,  48,  89,  14945.333,   34260,    5820
GENERATION: 5 Statistics:
Avg. fitness: 18978.63
Worst fitness: 13812.0 Worst_Best: 31360.0 Worst_Worst: 3980.0
Best fitness: 23790.334 Best_Best: 47180.0 Best_Worst: 5180.0

  0,   19,   2,  61,  82,   0,  28, 184,  21781.666,   41720,    6410
  1,   30,   3,  32,  67,   2,  24, 189,  24168.334,   49330,    8040
  2,   19,   3,  32,  67,   2,  24, 184,  22493.334,   45120,    4160
  3,   30,   3,  61,  82,   0,  28, 184,  19845.666,   36650,    4010
  4,   19,   2,  65,  67,   2,  21,  99,  19545.000,   55090,    6180
  5,   19,   2,  63,  84,   0,  22, 194,  21762.666,   43040,    3540
  6,   19,   2,  65,  67,   2,  22, 194,  24636.666,   55760,    7940
  7,   19,   2,  65,  84,   0,  22, 194,  20731.000,   50960,    5390
  8,   22,   2,  76,  82,   0,  35, 125,  20870.334,   43380,    6760
  9,   18,   1,  63,  65,   2,  30,  99,  20076.334,   36690,    8070
 10,   22,   2,  76,  82,   2,  30, 125,  17722.000,   35720,    3940
 11,   22,   1,  63,  65,   2,  30, 125,  18762.000,   41790,    5500
 12,   16,   1,  63,  82,   0,  24, 179,  17661.000,   34190,    6950
 13,    7,   1,  32,  80,   2,  24,  96,  20316.666,   45290,    3070
 14,   16,   1,  32,  80,   0,  24, 179,  19724.334,   56630,    4720
 15,    7,   1,  32,  82,   0,  24, 179,  20086.000,   39440,    5180
 16,   19,   2,  78,  67,   0,  35, 125,  21861.000,   39690,    6480
